Lines num,Delta Time,CPU usage (%),CPU memory,GPU usage (%),GPU memory
10000,0.0313165,27.5,11.1171875,0.0,0.0
10000,0.000757961,27.5,11.1171875,0.0,0.0
10000,0.0292516,27.5,11.1171875,0.0,0.0
10000,0.000669266,27.5,11.1171875,0.0,0.0
10000,0.000837776,27.5,11.1171875,0.0,0.0
10000,0.000529182,27.5,11.1171875,0.0,0.0
10000,0.000403955,27.5,11.1171875,0.0,0.0
10000,0.000763214,27.5,11.1171875,0.0,0.0
10000,0.000734464,27.5,11.1171875,0.0,0.0
10000,0.000866085,27.5,11.1171875,0.0,0.0
10000,0.000668194,27.5,11.1171875,0.0,0.0
10000,0.000731942,27.5,11.1171875,0.0,0.0
10000,0.000777778,27.5,11.1171875,0.0,0.0
10000,0.000799684,27.5,11.1171875,0.0,0.0
10000,0.000780059,27.5,11.1171875,0.0,0.0
10000,0.000725233,27.5,11.1171875,0.0,0.0
10000,0.000767364,27.5,11.1171875,0.0,0.0
10000,0.000775271,27.5,11.1171875,0.0,0.0
10000,0.000772615,27.5,11.1171875,0.0,0.0
10000,0.000693422,27.5,11.1171875,0.0,0.0
10000,0.000798669,27.5,11.1171875,0.0,0.0
10000,0.000717213,27.5,11.1171875,0.0,0.0
10000,0.000820735,27.5,11.1171875,0.0,0.0
10000,0.000689565,27.5,11.1171875,0.0,0.0
10000,0.00131802,27.5,11.1171875,0.0,0.0
10000,0.00149326,27.5,11.1171875,0.0,0.0
10000,0.000463642,27.5,11.1171875,0.0,0.0
10000,0.000335495,27.5,11.1171875,0.0,0.0
10000,0.000387332,27.5,11.1171875,0.0,0.0
10000,0.000781633,27.5,11.1171875,0.0,0.0
10000,0.000757012,27.5,11.1171875,0.0,0.0
10000,0.000792405,27.5,11.1171875,0.0,0.0
10000,0.000727598,27.5,11.1171875,0.0,0.0
10000,0.000757362,27.5,11.1171875,0.0,0.0
10000,0.000797581,27.5,11.1171875,0.0,0.0
10000,0.000750718,27.5,11.1171875,0.0,0.0
10000,0.000710534,27.5,11.1171875,0.0,0.0
10000,0.000770257,27.5,11.1171875,0.0,0.0
10000,0.000785071,27.5,11.1171875,0.0,0.0
10000,0.000790607,27.5,11.1171875,0.0,0.0
10000,0.000715574,27.5,11.1171875,0.0,0.0
10000,0.00073798,27.5,11.1171875,0.0,0.0
10000,0.000747743,27.5,11.1171875,0.0,0.0
10000,0.000792288,27.5,11.1171875,0.0,0.0
10000,0.00072093,27.5,11.1171875,0.0,0.0
10000,0.00103962,27.5,11.1171875,0.14,0.3125
10000,0.00072272,27.5,11.1171875,0.14,0.3125
10000,0.000805597,27.5,11.1171875,0.14,0.3125
10000,0.000715521,27.5,11.1171875,0.14,0.3125
10000,0.000757559,27.5,11.1171875,0.14,0.3125
10000,0.000748332,27.5,11.1171875,0.14,0.3125
10000,0.00075269,27.5,11.1171875,0.14,0.3125
10000,0.000750004,27.5,11.1171875,0.14,0.3125
10000,0.000759805,27.5,11.1171875,0.14,0.3125
10000,0.000750405,27.5,11.1171875,0.14,0.3125
10000,0.000746454,27.5,11.1171875,0.14,0.3125
10000,0.000750176,27.5,11.1171875,0.14,0.3125
10000,0.000801435,27.5,11.1171875,0.14,0.3125
10000,0.000713081,27.5,11.1171875,0.14,0.3125
10000,0.000753965,27.5,11.1171875,0.14,0.3125
10000,0.000824064,27.5,11.1171875,0.14,0.3125
10000,0.000691655,27.5,11.1171875,0.14,0.3125
10000,0.000752865,27.5,11.1171875,0.14,0.3125
10000,0.000762419,27.5,11.1171875,0.14,0.3125
10000,0.000745411,27.5,11.1171875,0.14,0.3125
10000,0.000750634,27.5,11.1171875,0.14,0.3125
10000,0.000736227,27.5,11.1171875,0.14,0.3125
10000,0.00075608,27.5,11.1171875,0.14,0.3125
10000,0.000762448,27.5,11.1171875,0.14,0.3125
10000,0.00115606,27.5,11.1171875,0.14,0.3125
10000,0.000591077,27.5,11.1171875,0.14,0.3125
10000,0.000768019,27.5,11.1171875,0.14,0.3125
10000,0.000757777,27.5,11.1171875,0.14,0.3125
10000,0.000749501,27.5,11.1171875,0.14,0.3125
10000,0.000747796,27.5,11.1171875,0.14,0.3125
10000,0.000753939,27.5,11.1171875,0.14,0.3125
10000,0.000786143,27.5,11.1171875,0.14,0.3125
10000,0.00072295,27.5,11.1171875,0.14,0.3125
10000,0.000723456,27.5,11.1171875,0.14,0.3125
10000,0.000781708,27.5,11.1171875,0.14,0.3125
10000,0.000748138,27.5,11.1171875,0.14,0.3125
10000,0.000750627,27.5,11.1171875,0.14,0.3125
10000,0.000889808,27.5,11.1171875,0.14,0.3125
10000,0.000628687,27.5,11.1171875,0.14,0.3125
10000,0.000753514,27.5,11.1171875,0.14,0.3125
10000,0.000823331,27.5,11.1171875,0.14,0.3125
10000,0.000695291,27.5,11.1171875,0.14,0.3125
10000,0.000742998,27.5,11.1171875,0.14,0.3125
10000,0.000750327,27.5,11.1171875,0.14,0.3125
10000,0.000751006,27.5,11.1171875,0.14,0.3125
10000,0.0010184,27.5,11.1171875,0.14,0.3125
10000,0.000746402,27.5,11.1171875,0.14,0.3125
10000,0.000803639,27.5,11.1171875,0.14,0.3125
10000,0.000705703,27.5,11.1171875,0.14,0.3125
10000,0.000752005,27.5,11.1171875,0.14,0.3125
10000,0.000758151,27.5,11.1171875,0.14,0.3125
10000,0.000749568,27.5,11.1171875,0.14,0.3125
10000,0.000752761,27.5,11.1171875,0.14,0.3125
10000,0.000752496,27.5,11.1171875,0.14,0.3125
10000,0.000756876,27.5,11.1171875,0.14,0.3125
10000,0.000748898,27.5,11.1171875,0.14,0.3125
10000,0.000751457,27.5,11.1171875,0.14,0.3125
10000,0.000750651,27.5,11.1171875,0.14,0.3125
10000,0.00075237,27.5,11.1171875,0.14,0.3125
10000,0.00075608,27.5,11.1171875,0.14,0.3125
10000,0.000751186,27.5,11.1171875,0.14,0.3125
10000,0.000755257,27.5,11.1171875,0.14,0.3125
10000,0.00231782,27.5,11.1171875,0.14,0.3125
10000,0.000343526,27.5,11.1171875,0.14,0.3125
10000,0.000382726,27.5,11.1171875,0.14,0.3125
10000,0.000754936,27.5,11.1171875,0.14,0.3125
10000,0.00106654,27.5,11.1171875,0.14,0.3125
10000,0.000630395,27.5,11.1171875,0.14,0.3125
10000,0.000732447,27.5,11.1171875,0.14,0.3125
10000,0.000759585,27.5,11.1171875,0.14,0.3125
10000,0.000764156,27.5,11.1171875,0.14,0.3125
10000,0.000677819,27.5,11.1171875,0.14,0.3125
10000,0.000740127,27.5,11.1171875,0.14,0.3125
10000,0.000738492,27.5,11.1171875,0.14,0.3125
10000,0.00078528,27.5,11.1171875,0.14,0.3125
10000,0.000705112,27.5,11.1171875,0.14,0.3125
10000,0.000735618,27.5,11.1171875,0.14,0.3125
10000,0.000773624,27.5,11.1171875,0.14,0.3125
10000,0.000700851,27.5,11.1171875,0.14,0.3125
10000,0.000734516,27.5,11.1171875,0.14,0.3125
10000,0.000760583,27.5,11.1171875,0.14,0.3125
10000,0.00083481,27.5,11.1171875,0.14,0.3125
10000,0.000606995,27.5,11.1171875,0.14,0.3125
10000,0.000732463,27.5,11.1171875,0.14,0.3125
10000,0.000761134,27.5,11.1171875,0.14,0.3125
10000,0.000735706,27.5,11.1171875,0.14,0.3125
10000,0.000694961,27.5,11.1171875,0.14,0.3125
10000,0.000759046,27.5,11.1171875,0.14,0.3125
10000,0.000983899,27.5,11.1171875,0.14,0.3125
10000,0.000738985,27.5,11.1171875,0.14,0.3125
10000,0.000708482,27.5,11.1171875,0.14,0.3125
10000,0.000729631,27.5,11.1171875,0.14,0.3125
10000,0.000737112,27.5,11.1171875,0.14,0.3125
10000,0.000739458,27.5,11.1171875,0.14,0.3125
10000,0.000768504,27.5,11.1171875,0.14,0.3125
10000,0.000699148,27.5,11.1171875,0.14,0.3125
10000,0.000733778,27.5,11.1171875,0.14,0.3125
10000,0.000762667,27.5,11.1171875,0.14,0.3125
10000,0.000700809,27.5,11.1171875,0.14,0.3125
10000,0.000735947,27.5,11.1171875,0.14,0.3125
10000,0.000732317,27.5,11.1171875,0.14,0.3125
10000,0.000761777,27.5,11.1171875,0.14,0.3125
10000,0.000716801,27.5,11.1171875,0.14,0.3125
10000,0.000728747,27.5,11.1171875,0.14,0.3125
10000,0.00073198,27.5,11.1171875,0.14,0.3125
10000,0.000746689,27.5,11.1171875,0.14,0.3125
10000,0.000731451,27.5,11.1171875,0.14,0.3125
10000,0.000727469,27.5,11.1171875,0.14,0.3125
10000,0.000725354,27.5,11.1171875,0.14,0.3125
10000,0.000766842,27.5,11.1171875,0.14,0.3125
10000,0.000950827,27.5,11.1171875,0.14,0.3125
10000,0.000728515,27.5,11.1171875,0.14,0.3125
10000,0.000736176,27.5,11.1171875,0.14,0.3125
10000,0.000803936,27.5,11.1171875,0.14,0.3125
10000,0.000669546,27.5,11.1171875,0.14,0.3125
10000,0.000732153,27.5,11.1171875,0.14,0.3125
10000,0.000769098,27.5,11.1171875,0.14,0.3125
10000,0.000704854,27.5,11.1171875,0.14,0.3125
10000,0.000732184,27.5,11.1171875,0.14,0.3125
10000,0.000733709,27.5,11.1171875,0.14,0.3125
10000,0.000778103,27.5,11.1171875,0.14,0.3125
10000,0.000693635,27.5,11.1171875,0.14,0.3125
10000,0.000736429,27.5,11.1171875,0.14,0.3125
10000,0.000775146,27.5,11.1171875,0.14,0.3125
10000,0.000698952,27.5,11.1171875,0.14,0.3125
10000,0.000748547,27.5,11.1171875,0.14,0.3125
10000,0.000724352,27.5,11.1171875,0.14,0.3125
10000,0.000737684,27.5,11.1171875,0.14,0.3125
10000,0.000739,27.5,11.1171875,0.14,0.3125
10000,0.000731589,27.5,11.1171875,0.14,0.3125
10000,0.000718234,27.5,11.1171875,0.14,0.3125
10000,0.000730565,27.5,11.1171875,0.14,0.3125
10000,0.000730073,27.5,11.1171875,0.14,0.3125
10000,0.00103837,27.5,11.1171875,0.14,0.3125
10000,0.000681323,27.5,11.1171875,0.14,0.3125
10000,0.000739964,27.5,11.1171875,0.14,0.3125
10000,0.000731769,27.5,11.1171875,0.14,0.3125
10000,0.000771979,27.5,11.1171875,0.14,0.3125
10000,0.000695898,27.5,11.1171875,0.14,0.3125
10000,0.000759237,27.5,11.1171875,0.14,0.3125
10000,0.000712634,27.5,11.1171875,0.14,0.3125
10000,0.000779568,27.5,11.1171875,0.14,0.3125
10000,0.000693989,27.5,11.1171875,0.14,0.3125
10000,0.000734826,27.5,11.1171875,0.14,0.3125
10000,0.000775558,27.5,11.1171875,0.14,0.3125
10000,0.000704816,27.5,11.1171875,0.14,0.3125
10000,0.000730095,27.5,11.1171875,0.14,0.3125
10000,0.000737073,27.5,11.1171875,0.14,0.3125
10000,0.00119324,27.5,11.1171875,0.14,0.3125
10000,0.00053688,27.5,11.1171875,0.14,0.3125
10000,0.000473221,27.5,11.1171875,0.14,0.3125
10000,0.000735298,27.5,11.1171875,0.14,0.3125
10000,0.000803484,27.5,11.1171875,0.14,0.3125
10000,0.000661301,27.5,11.1171875,0.14,0.3125
10000,0.000725635,27.5,11.1171875,0.14,0.3125
10000,0.000984754,27.5,11.1171875,0.14,0.3125
10000,0.000801521,27.5,11.1171875,0.14,0.3125
10000,0.000670829,27.5,11.1171875,0.14,0.3125
10000,0.000729889,27.5,11.1171875,0.14,0.3125
10000,0.000737854,27.5,11.1171875,0.14,0.3125
10000,0.000776069,27.5,11.1171875,0.14,0.3125
10000,0.000701758,27.5,11.1171875,0.14,0.3125
10000,0.000735401,27.5,11.1171875,0.14,0.3125
10000,0.00073654,27.5,11.1171875,0.14,0.3125
10000,0.000734405,27.5,11.1171875,0.14,0.3125
10000,0.000738227,27.5,11.1171875,0.14,0.3125
10000,0.000779803,27.5,11.1171875,0.14,0.3125
10000,0.000688006,27.5,11.1171875,0.14,0.3125
10000,0.000803299,27.5,11.1171875,0.14,0.3125
10000,0.000676304,27.5,11.1171875,0.14,0.3125
10000,0.000725691,27.5,11.1171875,0.14,0.3125
10000,0.000736996,27.5,11.1171875,0.14,0.3125
10000,0.00079484,27.5,11.1171875,0.14,0.3125
10000,0.000674684,27.5,11.1171875,0.14,0.3125
10000,0.000803313,27.5,11.1171875,0.14,0.3125
10000,0.000660969,27.5,11.1171875,0.14,0.3125
10000,0.000738729,27.5,11.1171875,0.14,0.3125
10000,0.000973165,27.5,11.1171875,0.14,0.3125
10000,0.000727559,27.5,11.1171875,0.14,0.3125
10000,0.000736676,27.5,11.1171875,0.14,0.3125
10000,0.000804591,27.5,11.1171875,0.14,0.3125
10000,0.000672114,27.5,11.1171875,0.14,0.3125
10000,0.000727955,27.5,11.1171875,0.14,0.3125
10000,0.000737324,27.5,11.1171875,0.14,0.3125
10000,0.000735475,27.5,11.1171875,0.14,0.3125
10000,0.000732519,27.5,11.1171875,0.14,0.3125
10000,0.000736928,27.5,11.1171875,0.14,0.3125
10000,0.000736838,27.5,11.1171875,0.14,0.3125
10000,0.000801231,27.5,11.1171875,0.14,0.3125
10000,0.00066704,27.5,11.1171875,0.14,0.3125
10000,0.000735415,27.5,11.1171875,0.14,0.3125
10000,0.000736802,27.5,11.1171875,0.14,0.3125
10000,0.000741765,27.5,11.1171875,0.14,0.3125
10000,0.000765114,27.5,11.1171875,0.14,0.3125
10000,0.000697841,27.5,11.1171875,0.14,0.3125
10000,0.000740265,27.5,11.1171875,0.14,0.3125
10000,0.000729914,27.5,11.1171875,0.14,0.3125
10000,0.000804126,27.5,11.1171875,0.14,0.3125
10000,0.000657176,27.5,11.1171875,0.14,0.3125
10000,0.00073128,27.5,11.1171875,0.14,0.3125
10000,0.000982794,27.5,11.1171875,0.14,0.3125
10000,0.000736188,27.5,11.1171875,0.14,0.3125
10000,0.000738973,27.5,11.1171875,0.14,0.3125
10000,0.000737034,27.5,11.1171875,0.14,0.3125
10000,0.000706085,27.5,11.1171875,0.14,0.3125
10000,0.000762691,27.5,11.1171875,0.14,0.3125
10000,0.000733293,27.5,11.1171875,0.14,0.3125
10000,0.000738347,27.5,11.1171875,0.14,0.3125
10000,0.000738746,27.5,11.1171875,0.14,0.3125
10000,0.000741693,27.5,11.1171875,0.14,0.3125
10000,0.000747751,27.5,11.1171875,0.14,0.3125
10000,0.000712901,27.5,11.1171875,0.14,0.3125
10000,0.000732083,27.5,11.1171875,0.14,0.3125
10000,0.000743146,27.5,11.1171875,0.14,0.3125
10000,0.000763519,27.5,11.1171875,0.14,0.3125
10000,0.000712156,27.5,11.1171875,0.14,0.3125
10000,0.000826034,27.5,11.1171875,0.14,0.3125
10000,0.000681335,27.5,11.1171875,0.14,0.3125
10000,0.000695779,27.5,11.1171875,0.14,0.3125
10000,0.000756787,27.5,11.1171875,0.14,0.3125
10000,0.000699593,27.5,11.1171875,0.14,0.3125
10000,0.000761112,27.5,11.1171875,0.14,0.3125
10000,0.000952629,27.5,11.1171875,0.14,0.3125
10000,0.00077431,27.5,11.1171875,0.14,0.3125
10000,0.00073572,27.5,11.1171875,0.14,0.3125
10000,0.000697798,27.5,11.1171875,0.14,0.3125
10000,0.000766091,27.5,11.1171875,0.14,0.3125
10000,0.000750462,27.5,11.1171875,0.14,0.3125
10000,0.000696155,27.5,11.1171875,0.14,0.3125
10000,0.000733086,27.5,11.1171875,0.14,0.3125
10000,0.000734514,27.5,11.1171875,0.14,0.3125
10000,0.000741,27.5,11.1171875,0.14,0.3125
10000,0.000737255,27.5,11.1171875,0.14,0.3125
10000,0.000760302,27.5,11.1171875,0.14,0.3125
10000,0.000708994,27.5,11.1171875,0.14,0.3125
10000,0.000759115,27.5,11.1171875,0.14,0.3125
10000,0.000708467,27.5,11.1171875,0.14,0.3125
10000,0.000738392,27.5,11.1171875,0.14,0.3125
10000,0.000766694,27.5,11.1171875,0.14,0.3125
10000,0.000726428,27.5,11.1171875,0.14,0.3125
10000,0.000734204,27.5,11.1171875,0.14,0.3125
10000,0.000753458,27.5,11.1171875,0.14,0.3125
10000,0.000721783,27.5,11.1171875,0.14,0.3125
10000,0.00073177,27.5,11.1171875,0.14,0.3125
10000,0.000984874,27.5,11.1171875,0.14,0.3125
10000,0.000722374,27.5,11.1171875,0.14,0.3125
10000,0.000714143,27.5,11.1171875,0.14,0.3125
10000,0.000765459,27.5,11.1171875,0.14,0.3125
10000,0.000743752,27.5,11.1171875,0.14,0.3125
10000,0.000713384,27.5,11.1171875,0.14,0.3125
10000,0.000725985,27.5,11.1171875,0.14,0.3125
10000,0.000734817,27.5,11.1171875,0.14,0.3125
10000,0.000772328,27.5,11.1171875,0.14,0.3125
10000,0.000696008,27.5,11.1171875,0.14,0.3125
10000,0.000770951,27.5,11.1171875,0.14,0.3125
15000,0.0407078,23.1,152.76171875,0.14,0.3125
15000,0.00158612,23.1,152.76171875,0.14,0.3125
15000,0.000506429,23.1,152.76171875,0.14,0.3125
15000,0.000480816,23.1,152.76171875,0.14,0.3125
15000,0.00188714,23.1,152.76171875,0.14,0.3125
15000,0.000682382,23.1,152.76171875,0.14,0.3125
15000,0.000371512,23.1,152.76171875,0.88,0.3154296875
15000,0.00072972,23.1,152.76171875,0.88,0.3154296875
15000,0.000752468,23.1,152.76171875,0.88,0.3154296875
15000,0.000923904,23.1,152.76171875,0.88,0.3154296875
15000,0.000886202,23.1,152.76171875,0.88,0.3154296875
15000,0.000888907,23.1,152.76171875,0.88,0.3154296875
15000,0.000899351,23.1,152.76171875,0.88,0.3154296875
15000,0.000882286,23.1,152.76171875,0.88,0.3154296875
15000,0.000893791,23.1,152.76171875,0.88,0.3154296875
15000,0.000851976,23.1,152.76171875,0.88,0.3154296875
15000,0.000904882,23.1,152.76171875,0.88,0.3154296875
15000,0.000871173,23.1,152.76171875,0.88,0.3154296875
15000,0.00087626,23.1,152.76171875,0.88,0.3154296875
15000,0.00088181,23.1,152.76171875,0.88,0.3154296875
15000,0.00112158,23.1,152.76171875,0.88,0.3154296875
15000,0.000888836,23.1,152.76171875,0.88,0.3154296875
15000,0.000946098,23.1,152.76171875,0.88,0.3154296875
15000,0.000809519,23.1,152.76171875,0.88,0.3154296875
15000,0.000915123,23.1,152.76171875,0.88,0.3154296875
15000,0.000893444,23.1,152.76171875,0.88,0.3154296875
15000,0.000830291,23.1,152.76171875,0.88,0.3154296875
15000,0.000908405,23.1,152.76171875,0.88,0.3154296875
15000,0.000881234,23.1,152.76171875,0.88,0.3154296875
15000,0.000881898,23.1,152.76171875,0.88,0.3154296875
15000,0.00092578,23.1,152.76171875,0.88,0.3154296875
15000,0.000901366,23.1,152.76171875,0.88,0.3154296875
15000,0.000885963,23.1,152.76171875,0.88,0.3154296875
15000,0.00092858,23.1,152.76171875,0.88,0.3154296875
15000,0.000825296,23.1,152.76171875,0.88,0.3154296875
15000,0.000843931,23.1,152.76171875,0.88,0.3154296875
15000,0.000881669,23.1,152.76171875,0.88,0.3154296875
15000,0.000875553,23.1,152.76171875,0.88,0.3154296875
15000,0.000893428,23.1,152.76171875,0.88,0.3154296875
15000,0.00115378,23.1,152.76171875,0.88,0.3154296875
15000,0.000843982,23.1,152.76171875,0.88,0.3154296875
15000,0.000875413,23.1,152.76171875,0.88,0.3154296875
15000,0.000883283,23.1,152.76171875,0.88,0.3154296875
15000,0.000912304,23.1,152.76171875,0.88,0.3154296875
15000,0.000884118,23.1,152.76171875,0.88,0.3154296875
15000,0.00084424,23.1,152.76171875,0.88,0.3154296875
15000,0.000885355,23.1,152.76171875,0.88,0.3154296875
15000,0.000880629,23.1,152.76171875,0.88,0.3154296875
15000,0.000877387,23.1,152.76171875,0.88,0.3154296875
15000,0.000880695,23.1,152.76171875,0.88,0.3154296875
15000,0.000928002,23.1,152.76171875,0.88,0.3154296875
15000,0.000882272,23.1,152.76171875,0.88,0.3154296875
15000,0.00087674,23.1,152.76171875,0.88,0.3154296875
15000,0.000878322,23.1,152.76171875,0.88,0.3154296875
15000,0.000842954,23.1,152.76171875,0.88,0.3154296875
15000,0.000875188,23.1,152.76171875,0.88,0.3154296875
15000,0.00087817,23.1,152.76171875,0.88,0.3154296875
